insertId,labels.execution_id,labels.instance_id,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authenticationInfo.principalSubject,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.function.dockerRegistry,protoPayload.request.function.entryPoint,protoPayload.request.function.httpsTrigger.securityLevel,"protoPayload.request.function.labels.""deployment-tool""","protoPayload.request.function.labels.""firebase-functions-hash""",protoPayload.request.function.name,protoPayload.request.function.runtime,protoPayload.request.function.sourceUploadUrl,protoPayload.request.location,protoPayload.request.name,protoPayload.request.policy.bindings,protoPayload.request.policy.etag,protoPayload.request.resource,protoPayload.request.updateMask,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.response.@type,protoPayload.response.bindings,protoPayload.response.etag,protoPayload.serviceName,protoPayload.status,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
e5fo6xe7g470,vzcp1yd7sh97,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:43.082392414Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1798 ms, finished with status: 'crash'",2023-02-17T14:58:42.887114386Z,projects/blidd-experiments/traces/059b14c62a45eed51a877bb871b8f5a5
1u1g20we8sgq0,vzcp1yd7sh97,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:41.417085726Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:41.088623244Z,projects/blidd-experiments/traces/059b14c62a45eed51a877bb871b8f5a5
63ef961f000aafe5a0621973,ucky1iodag4l,00c61b117c38ebc452b063893b0b68cf428132f8baec3d89a368dc9958d9ad0a7170faccb92ffc1fb6a44817a06749f9499ba42526f3a258bfc5,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:39.749476774Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:39.700389Z,projects/blidd-experiments/traces/1500f03da3e6b62f724f8c91f2f05a2a
1lg6jsoe9hqra,ucky1iodag4l,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:39.749476774Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1849 ms, finished with status: 'crash'",2023-02-17T14:58:39.597157241Z,projects/blidd-experiments/traces/1500f03da3e6b62f724f8c91f2f05a2a
v2yygae7qly5,ucky1iodag4l,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:38.085496330Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:37.748144982Z,projects/blidd-experiments/traces/1500f03da3e6b62f724f8c91f2f05a2a
63ef961c00089dc55e037296,aq3f3pmds07n,00c61b117c8a002d76e47f58b1f0bc25622598037c66a251710354a2995f0aa670e5db377c39c9f257c57801e247d67b5c16efb70e4befeb5de1,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:36.699240091Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:36.564677Z,projects/blidd-experiments/traces/22a7b1ec2d9318d24214c7a8e5428d50
1io9xlre4xljt,aq3f3pmds07n,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:36.699240091Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 842 ms, finished with status: 'crash'",2023-02-17T14:58:36.473056179Z,projects/blidd-experiments/traces/22a7b1ec2d9318d24214c7a8e5428d50
1gpxxlqeam2ek,aq3f3pmds07n,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:35.702310177Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:35.630847118Z,projects/blidd-experiments/traces/22a7b1ec2d9318d24214c7a8e5428d50
63ef9619000bf6b87533e67a,5k3jhlegscvh,00c61b117cf4459558b7c3b1a60c843e4bcc7994b634f04b356e5bc1f36bf4b68f994298d7546439ec739bd4f356c04af840ade55402d365e82d,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:34.034724490Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:33.784056Z,projects/blidd-experiments/traces/5b562828fbb1e690fa81cc37e5b72fea
1vpnolwe7nq78,5k3jhlegscvh,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:33.703555415Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1583 ms, finished with status: 'crash'",2023-02-17T14:58:33.479619350Z,projects/blidd-experiments/traces/5b562828fbb1e690fa81cc37e5b72fea
1r01osge8yq55,5k3jhlegscvh,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:32.035619192Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:31.895871896Z,projects/blidd-experiments/traces/5b562828fbb1e690fa81cc37e5b72fea
63ef9616000afdc0fd823498,4jkutcxorwkk,00c61b117c3ea527efa9668289ac5a87441696fc78f217b8b8eb990c2dfb9ea2647e229fd46a4fe61bdc9a26b7b71ab22979b269ba7b6458a64f,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:30.758458966Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:30.720320Z,projects/blidd-experiments/traces/f6d5a162c65a84d31f243a745841cd79
5a04sce85fz6,4jkutcxorwkk,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:30.758458966Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1798 ms, finished with status: 'crash'",2023-02-17T14:58:30.634348128Z,projects/blidd-experiments/traces/f6d5a162c65a84d31f243a745841cd79
14sj2x6e822rq,4jkutcxorwkk,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:29.094410319Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:28.836226696Z,projects/blidd-experiments/traces/f6d5a162c65a84d31f243a745841cd79
63ef96130009ce87bcdd5ef2,2niy9oyqxy29,00c61b117cacacd6a5ac787a09826f0b734732cc8b74fa1382a2d4adbf8e38421192aefe7deb44d6a9ef4293423759ae95c6ac139c29eb3e438e,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:27.763189527Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:27.642695Z,projects/blidd-experiments/traces/9ec7af240f814757d0eb8431f648f308
oz2rtne5vga7,2niy9oyqxy29,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:27.763189527Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 765 ms, finished with status: 'crash'",2023-02-17T14:58:27.523076749Z,projects/blidd-experiments/traces/9ec7af240f814757d0eb8431f648f308
5kb3t9e6o4zq,2niy9oyqxy29,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:26.764395937Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:26.757195255Z,projects/blidd-experiments/traces/9ec7af240f814757d0eb8431f648f308
63ef9610000866a676376846,rcsd1zboworn,00c61b117c1dfce6aec2be70ace4e0cdd7689bc6feb4e17cba4a733169ec541da580ba1c37ed3a271d3ae29ebaf460433c0c4d3f95e087b23635,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:24.713629994Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:24.550566Z,projects/blidd-experiments/traces/bee73cb2a67667fefc364da84b9e4fc1
fjda30e8ulue,rcsd1zboworn,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:24.713629994Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1621 ms, finished with status: 'crash'",2023-02-17T14:58:24.468187666Z,projects/blidd-experiments/traces/bee73cb2a67667fefc364da84b9e4fc1
1nnvdnke59kjh,rcsd1zboworn,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:23.045473728Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:22.847122210Z,projects/blidd-experiments/traces/bee73cb2a67667fefc364da84b9e4fc1
63ef960d0008cf25035c53f3,ge5bu0loa5ta,00c61b117c1aded678c58cc6355491e7141a91b172ddfe0b04c3e8d383e74154e9467d9e70cf0f2ebd4337035ee4ab105cc1d99f3f42b2f1d034,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:21.715598436Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:21.577317Z,projects/blidd-experiments/traces/0087877d1398862e28e698866d960c91
xb9hzxe9wg97,ge5bu0loa5ta,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:21.715598436Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1612 ms, finished with status: 'crash'",2023-02-17T14:58:21.497753488Z,projects/blidd-experiments/traces/0087877d1398862e28e698866d960c91
rqxez2e9podw,ge5bu0loa5ta,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:20.052394631Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:19.885417370Z,projects/blidd-experiments/traces/0087877d1398862e28e698866d960c91
63ef960a000b2a2d8162d3d1,re67zyjqeffw,00c61b117c59b44e99b2b8109b4f470183f2c604e18c73dfce447c91dd8e1e37115f50d26a1a2db2fb95c1cbc8d15fbebe4c68f8b0eb9e146a47,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:19.049017992Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:18.731693Z,projects/blidd-experiments/traces/78516d606b2ecdc156c40e292640ec33
1cack1qe7kjhu,re67zyjqeffw,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:18.718537885Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1601 ms, finished with status: 'crash'",2023-02-17T14:58:18.651232940Z,projects/blidd-experiments/traces/78516d606b2ecdc156c40e292640ec33
1cuhc9le940c0,re67zyjqeffw,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:17.384903660Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:17.049818913Z,projects/blidd-experiments/traces/78516d606b2ecdc156c40e292640ec33
63ef9607000caf81cb3b99d2,w478vmxljhx9,00c61b117c00961407a4a9b6f507027aada7c0467b3b965ba69563a5720d703679767778f19aa36736bd2484679b46a76da4af0f6f0b57229b3d,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:16.053023884Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:15.831361Z,projects/blidd-experiments/traces/0fabeb3282c61ee80edb609c0926f78f
y53ld4e7sasl,w478vmxljhx9,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:16.053023884Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 741 ms, finished with status: 'crash'",2023-02-17T14:58:15.735023767Z,projects/blidd-experiments/traces/0fabeb3282c61ee80edb609c0926f78f
opd851e5rl05,w478vmxljhx9,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:15.055079767Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:14.993922499Z,projects/blidd-experiments/traces/0fabeb3282c61ee80edb609c0926f78f
63ef960500013dffd1374a00,8fom7fktdgsu,00c61b117ca9f43c8fb1d34d81c576b1899d09192d38aa72e74c00ff76149004d024934640b256e92f8b0f7ef3759953a2f5baa65aefff6f4254,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:13.392580890Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:32:11",2023-02-17T14:58:13.081407Z,projects/blidd-experiments/traces/fd6658576aa24312808c5f3d2e6c62cb
ofanfve78ush,8fom7fktdgsu,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:13.056142081Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 3510 ms, finished with status: 'crash'",2023-02-17T14:58:12.896854752Z,projects/blidd-experiments/traces/fd6658576aa24312808c5f3d2e6c62cb
wr9o3fe9lfl9,8fom7fktdgsu,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T14:58:09.394673849Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T14:58:09.386495505Z,projects/blidd-experiments/traces/fd6658576aa24312808c5f3d2e6c62cb
1l69eoxdr7xr,,,projects/blidd-experiments/logs/cloudaudit.googleapis.com%2Factivity,,,,,blidd@google.com,user:blidd@google.com,"[true,true]","[""cloudfunctions.functions.setIamPolicy"",""cloudfunctions.functions.setIamPolicy""]","[""projects/blidd-experiments/locations/us-central1/functions/v1preferrest"",null]","["""",""""]",google.cloud.functions.v1.CloudFunctionsService.SetIamPolicy,type.googleapis.com/google.iam.v1.SetIamPolicyRequest,,,,,,,,,,,"[{""members"":[""allUsers""],""role"":""roles/cloudfunctions.invoker""}]",,projects/blidd-experiments/locations/us-central1/functions/v1preferrest,"bindings,etag,version",71.183.121.80,"FirebaseCLI/11.22.0,gzip(gfe),gzip(gfe)",,,2023-02-17T14:54:35.374930Z,"[""us-central1""]",projects/blidd-experiments/locations/us-central1/functions/v1preferrest,type.googleapis.com/google.iam.v1.Policy,"[{""role"":""roles/cloudfunctions.invoker"",""members"":[""allUsers""]}]",BwX05n3k3RI=,cloudfunctions.googleapis.com,,,2023-02-17T14:54:35.484081698Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,NOTICE,,2023-02-17T14:54:35.164691Z,
-aj8x0xc2hc,,,projects/blidd-experiments/logs/cloudaudit.googleapis.com%2Factivity,,operations/YmxpZGQtZXhwZXJpbWVudHMvdXMtY2VudHJhbDEvdjFwcmVmZXJyZXN0L0dOaWVUUzk5V3Q0,true,cloudfunctions.googleapis.com,,,,,,,google.cloud.functions.v1.CloudFunctionsService.CreateFunction,,,,,,,,,,,,,,,,,,,,,,projects/blidd-experiments/locations/us-central1/functions/v1preferrest,,,,cloudfunctions.googleapis.com,,,2023-02-17T14:54:29.239493953Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,NOTICE,,2023-02-17T14:54:28.967667Z,
1j7xlpgdrpwg,,,projects/blidd-experiments/logs/cloudaudit.googleapis.com%2Factivity,true,operations/YmxpZGQtZXhwZXJpbWVudHMvdXMtY2VudHJhbDEvdjFwcmVmZXJyZXN0L0dOaWVUUzk5V3Q0,,cloudfunctions.googleapis.com,blidd@google.com,user:blidd@google.com,[true],"[""cloudfunctions.functions.create""]","[""projects/blidd-experiments/locations/us-central1/functions/v1preferrest""]","[""""]",google.cloud.functions.v1.CloudFunctionsService.CreateFunction,type.googleapis.com/google.cloud.functions.v1.CreateFunctionRequest,ARTIFACT_REGISTRY,v1preferrest,SECURE_ALWAYS,cli-firebase,047a79d03576cd61432e2102b1034ebfe1c32d66,projects/blidd-experiments/locations/us-central1/functions/v1preferrest,nodejs16,https://storage.googleapis.com/uploads-751712413491.us-central1.cloudfunctions.appspot.com/4aef793e-1e18-4fbe-b8c1-3c7a1399beea.zip?GoogleAccessId=service-319766234289@gcf-admin-robot.iam.gserviceaccount.com&Expires=1676647386&Signature=d4cehxBqQtN30hpDNbEY%2Fzpga0u%2Fx20RqFVK0h8W9nCJ1rg3gu6d0tl05pR5Sup%2FJ%2BRY6CibXvlUTDFajD4qv7QTnwE7hVcYznPY8yRuMrfJBfn8VFdjQr3OttjRRigNJSIi3eAoVEROEFa3ZOoezVngxokdkU12ISUQspHBdpWkCYr1WwW1ibpYUalWoJUTcittl2xyzBDoARvRshDCtRrO9k4ts1%2Fi0Y0dVyZiDz4Apl7Reg3lFfs44vAM8QJppMbq3RDkeqfPNWbQ%2BWfkwLSYbIg3cTV6t1QOoo6Lw4bstMdLeMyWB%2FPyzTpOlEr7senTrtQj9VmYlYxkG5QygQ%3D%3D,projects/blidd-experiments/locations/us-central1,,,,,,71.183.121.80,"FirebaseCLI/11.22.0,gzip(gfe),gzip(gfe)",,,2023-02-17T14:53:06.985690Z,"[""us-central1""]",projects/blidd-experiments/locations/us-central1/functions/v1preferrest,,,,cloudfunctions.googleapis.com,,,2023-02-17T14:53:07.139556400Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,NOTICE,,2023-02-17T14:53:06.628248Z,
-aj8x0xc2h0,,,projects/blidd-experiments/logs/cloudaudit.googleapis.com%2Factivity,,operations/YmxpZGQtZXhwZXJpbWVudHMvdXMtY2VudHJhbDEvdjFwcmVmZXJyZXN0L1BBNlpPYmRtUnAw,true,cloudfunctions.googleapis.com,,,,,,,google.cloud.functions.v1.CloudFunctionsService.DeleteFunction,,,,,,,,,,,,,,,,,,,,,,projects/blidd-experiments/locations/us-central1/functions/v1preferrest,,,,cloudfunctions.googleapis.com,,,2023-02-17T14:52:23.215791129Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,NOTICE,,2023-02-17T14:52:23.145468Z,
3bxmexdrnvn,,,projects/blidd-experiments/logs/cloudaudit.googleapis.com%2Factivity,true,operations/YmxpZGQtZXhwZXJpbWVudHMvdXMtY2VudHJhbDEvdjFwcmVmZXJyZXN0L1BBNlpPYmRtUnAw,,cloudfunctions.googleapis.com,blidd@google.com,user:blidd@google.com,[true],"[""cloudfunctions.functions.delete""]","[""projects/blidd-experiments/locations/us-central1/functions/v1preferrest""]","[""""]",google.cloud.functions.v1.CloudFunctionsService.DeleteFunction,type.googleapis.com/google.cloud.functions.v1.DeleteFunctionRequest,,,,,,,,,,projects/blidd-experiments/locations/us-central1/functions/v1preferrest,,,,,2600:4041:5d11:9600:31a8:a96a:fb7b:a6c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,2023-02-17T14:52:20.237247Z,"[""us-central1""]",projects/blidd-experiments/locations/us-central1/functions/v1preferrest,,,,cloudfunctions.googleapis.com,,,2023-02-17T14:52:20.780866206Z,,v1preferrest,blidd-experiments,us-central1,cloud_function,NOTICE,,2023-02-17T14:52:20.125835Z,
