insertId,labels.execution_id,labels.instance_id,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authenticationInfo.principalSubject,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.function.dockerRegistry,protoPayload.request.function.entryPoint,protoPayload.request.function.httpsTrigger.securityLevel,"protoPayload.request.function.labels.""deployment-tool""","protoPayload.request.function.labels.""firebase-functions-hash""",protoPayload.request.function.name,protoPayload.request.function.runtime,protoPayload.request.function.sourceUploadUrl,protoPayload.request.location,protoPayload.request.policy.bindings,protoPayload.request.policy.etag,protoPayload.request.resource,protoPayload.request.updateMask,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.response.@type,protoPayload.response.bindings,protoPayload.response.etag,protoPayload.serviceName,protoPayload.status,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
1j7rq2jedenpv,72pg2xjveuc7,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:57.851982999Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:57.787189266Z,projects/blidd-experiments/traces/36b09bdbfcc5c36d80996aa606ebd8d3
63efa224000b485bc626e97b,jknpd85a8vx7,00c61b117c6aa8cca239e3647535706762e16daf7ee30d0c97a0e7c4bf59320841d4145a58db932f02ed189dc3575bc08c98f23ed9857370e784,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:56.959950197Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:56.739419Z,projects/blidd-experiments/traces/86b33771491e9114d90f325edb1064a6
781fo8edk48n,jknpd85a8vx7,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:56.627145335Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2366 ms, finished with status: 'crash'",2023-02-17T15:49:56.558730749Z,projects/blidd-experiments/traces/86b33771491e9114d90f325edb1064a6
1snqcv0ee6i0n,jknpd85a8vx7,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:54.302574414Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:54.192346491Z,projects/blidd-experiments/traces/86b33771491e9114d90f325edb1064a6
63efa2210001fb0562ce55f7,3nvdye0ion80,00c61b117c45aefaf5ff99a73d38c8151eb182ea3d24c88e9c95c6a362d28f5a78efe87ee032c3a0b481d940de7330fc9a8840d741f226663dff,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:53.190244862Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:53.129797Z,projects/blidd-experiments/traces/ff65ac0aa4d4a05a0b48df8e398f2e5d
1s3scfcegc67j,3nvdye0ion80,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:53.190244862Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1423 ms, finished with status: 'crash'",2023-02-17T15:49:53.040767152Z,projects/blidd-experiments/traces/ff65ac0aa4d4a05a0b48df8e398f2e5d
28bmzbeb2mef,3nvdye0ion80,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:51.856890692Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:51.617565321Z,projects/blidd-experiments/traces/ff65ac0aa4d4a05a0b48df8e398f2e5d
63efa21e0009ac21f9ebb9e0,dea7rz65d8g6,00c61b117ca57225d8b7f737331f6919f29dc5abbb91a9bc26814c4ee065a0da9822e2409b4910da15049180cb1b3e6497e51c148f83e4f5703e,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:50.966195785Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:50.633889Z,projects/blidd-experiments/traces/3f515b7565900ea54f8ca69f80c446ca
1kbz4hxecuwi9,dea7rz65d8g6,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:50.633121577Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2110 ms, finished with status: 'crash'",2023-02-17T15:49:50.370465321Z,projects/blidd-experiments/traces/3f515b7565900ea54f8ca69f80c446ca
x1a4ylef9yve,dea7rz65d8g6,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:48.301129861Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:48.260417349Z,projects/blidd-experiments/traces/3f515b7565900ea54f8ca69f80c446ca
63efa21b000327e8421512f8,f2g2imbdz4jq,00c61b117c9ca0de1d885ce0540ce2526e28119c75a7571173c384481c93404965ad37d0e578ea59ad06ec8517bf4b89d1d11d7b48afa46c9375,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:47.529150284Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:47.206824Z,projects/blidd-experiments/traces/75a3299de48d437da5e25deb5e9b6448
lnaxi1ebq9nh,f2g2imbdz4jq,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:47.198073838Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1499 ms, finished with status: 'crash'",2023-02-17T15:49:47.111757148Z,projects/blidd-experiments/traces/75a3299de48d437da5e25deb5e9b6448
esa7eapidg,f2g2imbdz4jq,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:45.864621927Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:45.612151861Z,projects/blidd-experiments/traces/75a3299de48d437da5e25deb5e9b6448
63efa21800082f6d8642c2e9,n2ac7arblmgk,00c61b117c87f3a2037efd15884ee7f617cc737913fdf12a99bb966c671198a663fcc2d2326763ceb581d8126b8f39f969038ba667beb180f28c,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:44.638083200Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:44.536429Z,projects/blidd-experiments/traces/561eea8155191b50181290eea2dc06cb
1k279u8ebqhdg,n2ac7arblmgk,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:44.638083200Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2296 ms, finished with status: 'crash'",2023-02-17T15:49:44.358233263Z,projects/blidd-experiments/traces/561eea8155191b50181290eea2dc06cb
9fqeqteehe2q,n2ac7arblmgk,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:42.305845714Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:42.061973058Z,projects/blidd-experiments/traces/561eea8155191b50181290eea2dc06cb
63efa214000f16d36422f2e4,wcha9o8wdy8t,00c61b117cf12bf10c468c4f0fba83227b849fde856544c447c7a82974478a6bdc6a12848321714fe7b3fcdfcfa7c4611f7d14ce4f319e21e46b,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:41.200791727Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:40.988883Z,projects/blidd-experiments/traces/334e5d48e3d016a2605f9925cf849e6a
rh5cpvebam8p,wcha9o8wdy8t,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:41.200791727Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1576 ms, finished with status: 'crash'",2023-02-17T15:49:40.896345931Z,projects/blidd-experiments/traces/334e5d48e3d016a2605f9925cf849e6a
n1nwwfec3axd,wcha9o8wdy8t,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:39.535574700Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:39.320254545Z,projects/blidd-experiments/traces/334e5d48e3d016a2605f9925cf849e6a
63efa21200039f9e579fb6f4,14od3mzt3k2m,00c61b117c56859761644bca0f261fdad039e4a87a4c6791c16e698f4e007ecd1293e9b549c9eab511160d01f6a387cbb968e4189d12f362cdab,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:38.310403265Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:38.237470Z,projects/blidd-experiments/traces/e2c196054671f6a16ed18bd58928f750
1ji7y9kecwb0n,14od3mzt3k2m,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:38.310403265Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2220 ms, finished with status: 'crash'",2023-02-17T15:49:38.058242230Z,projects/blidd-experiments/traces/e2c196054671f6a16ed18bd58928f750
zskbgcebgg0p,14od3mzt3k2m,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:35.984739702Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:35.837363461Z,projects/blidd-experiments/traces/e2c196054671f6a16ed18bd58928f750
63efa20e000be3c39aea36c4,t0px8sgp7x81,00c61b117c997a9cf080f0cdf01c14509fa2a74921dde8896cc4dd5b86b7ecee2c1d7cc184663ebaa02b90cef20933c03b53768ad0026f945279,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:34.874996677Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:34.779203Z,projects/blidd-experiments/traces/2c33bef89f4e9a30b9cddd81f743eb9d
9zxygledca2x,t0px8sgp7x81,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:34.874996677Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 559 ms, finished with status: 'crash'",2023-02-17T15:49:34.673557897Z,projects/blidd-experiments/traces/2c33bef89f4e9a30b9cddd81f743eb9d
1de2z7oedio0b,t0px8sgp7x81,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:34.208969497Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:34.113970502Z,projects/blidd-experiments/traces/2c33bef89f4e9a30b9cddd81f743eb9d
63efa20c00028db5c3f6a4f4,eautd39dzxg2,00c61b117cc14f46586c6018126758883615a74cbb9bbf0c57633b9bf02cc89eb02c43a98eda9df7b58c95f3aabf5e6a1e1ca8391b59e0e97732,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:32.316067124Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:32.167349Z,projects/blidd-experiments/traces/bcfeb733d9017ccb1bd5a66d346438d1
1bq62wte9u9fg,eautd39dzxg2,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:31.983281243Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2035 ms, finished with status: 'crash'",2023-02-17T15:49:31.966481530Z,projects/blidd-experiments/traces/bcfeb733d9017ccb1bd5a66d346438d1
12uokwoee6sa4,eautd39dzxg2,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:29.990747553Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:29.930913230Z,projects/blidd-experiments/traces/bcfeb733d9017ccb1bd5a66d346438d1
63efa208000d85e83fc0d640,7zwtco426992,00c61b117c3e3d97005f93638d6556b2d9b9c2eda2151de317f25a9b9253ad09827f2f4c9e1341cfeb3a7fe306691c7faedbfb75daec2d3482ec,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:29.213702182Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:28.886248Z,projects/blidd-experiments/traces/f17898ef061b4cbf0ead1bbc740493e8
15wrujpe9pc7f,7zwtco426992,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:28.882166026Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 571 ms, finished with status: 'crash'",2023-02-17T15:49:28.780125251Z,projects/blidd-experiments/traces/f17898ef061b4cbf0ead1bbc740493e8
jzskxlebf3xw,7zwtco426992,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:28.215368275Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:28.208311482Z,projects/blidd-experiments/traces/f17898ef061b4cbf0ead1bbc740493e8
63efa206000399b512b9a60c,o6zhcvuzshde,00c61b117c585b1b2ea56e8195104feef60ddf6677e5f0bc1230b45092eb766a67b4b1d4b480eea96a7eedb8014601c7e7874092f76b1e616498,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:26.321991144Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:26.235957Z,projects/blidd-experiments/traces/420493dd0da50d6d8919ba03d83ed2c2
1p24yisea9spn,o6zhcvuzshde,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:26.321991144Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2266 ms, finished with status: 'crash'",2023-02-17T15:49:26.065005222Z,projects/blidd-experiments/traces/420493dd0da50d6d8919ba03d83ed2c2
vd3m9jee3o85,o6zhcvuzshde,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:23.989901005Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:23.798378854Z,projects/blidd-experiments/traces/420493dd0da50d6d8919ba03d83ed2c2
63efa202000b1e9d4a09eb87,iw18g2hzbiw8,00c61b117c80c46e508dbbc5c9266dc600c285af62a71827029cbadc37d416c62dcf561f10df9f8629d9cf3bbf58e2e04b957dd4c385b1db57,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:22.875539547Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:22.728733Z,projects/blidd-experiments/traces/db7154d79bb421f035448f84b7e70913
11704qyea25os,iw18g2hzbiw8,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:22.875539547Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1596 ms, finished with status: 'crash'",2023-02-17T15:49:22.621785330Z,projects/blidd-experiments/traces/db7154d79bb421f035448f84b7e70913
1awh8ucecp7fr,iw18g2hzbiw8,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:21.210584916Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:21.025607600Z,projects/blidd-experiments/traces/db7154d79bb421f035448f84b7e70913
63efa1ff000e8e62e8f8199a,bqt0qhkui474,00c61b117cfd25e6faf29d930ce1d3594eea0b24e0ded544fb32319b514cde9687debf13e810a7f1d1dee6eeff76f0d94ebfa16bcee62d602c62,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:19.989789028Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:19.953954Z,projects/blidd-experiments/traces/92dd5891b03036ef03234121b3060203
820do5eddglm,bqt0qhkui474,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:19.989789028Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2346 ms, finished with status: 'crash'",2023-02-17T15:49:19.759540705Z,projects/blidd-experiments/traces/92dd5891b03036ef03234121b3060203
x0nus7eb8tug,bqt0qhkui474,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:17.663908909Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:17.412776970Z,projects/blidd-experiments/traces/92dd5891b03036ef03234121b3060203
63efa1fc0004fd2781b20de1,i97zmppaonf1,00c61b117c8885d00c945dc76875695c14c1a7816b05c0aa5445f4897f5527ee0f90615701072102d23a0c4ac8bd90a43c147f8cab34691378,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:16.548715388Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:16.326951Z,projects/blidd-experiments/traces/cfc7618cfe90bf5b187596234a231999
1x3ivf1ecwnc9,i97zmppaonf1,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:16.548715388Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 1525 ms, finished with status: 'crash'",2023-02-17T15:49:16.225227381Z,projects/blidd-experiments/traces/cfc7618cfe90bf5b187596234a231999
5u2yvyeef9el,i97zmppaonf1,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:14.880780328Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,Function execution started,2023-02-17T15:49:14.699862021Z,projects/blidd-experiments/traces/cfc7618cfe90bf5b187596234a231999
63efa1f9000cc4741455bbc9,wemv9j1033uo,00c61b117cfaba6c6cef42944764d049ce45ad41d23c19ca385f089988d9b51614a78d98b5fbef440a8c6525a1a5f1ca80c1c3d010723b620929,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:14.002656371Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,ERROR,"Error: Process exited with code 1
    at process.<anonymous> (/layers/google.nodejs.functions-framework/functions-framework/node_modules/@google-cloud/functions-framework/build/src/invoker.js:92:22)
    at process.emit (node:events:513:28)
    at process.emit (node:domain:489:12)
    at process.exit (node:internal/process/per_thread:190:15)
    at /workspace/index.js:43:11",2023-02-17T15:49:13.836724Z,projects/blidd-experiments/traces/75a07a4337a0635799f4d7b3eb1ab021
1ob4x8ecmaub,wemv9j1033uo,,projects/blidd-experiments/logs/cloudfunctions.googleapis.com%2Fcloud-functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-17T15:49:13.667296945Z,,v1preferresttrue,blidd-experiments,us-central1,cloud_function,DEBUG,"Function execution took 2121 ms, finished with status: 'crash'",2023-02-17T15:49:13.465923654Z,projects/blidd-experiments/traces/75a07a4337a0635799f4d7b3eb1ab021
